Country,Destination,Region,Group,Prefix,Valid Date,End Date,Change,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809253,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809254,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809256,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809257,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809258,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809259,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809260,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809264,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809265,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809266,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809267,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809268,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809269,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809270,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809271,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809272,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809283,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809284,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809297,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809298,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809299,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809313,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809330,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809350,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809351,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809352,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809353,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809354,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809356,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809357,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809358,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809359,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809360,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809361,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809370,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809371,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809374,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809376,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809377,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809383,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809386,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809387,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809389,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180939,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809406,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809424,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809425,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809426,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809427,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809428,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809429,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809451,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809452,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809453,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809454,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809456,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809457,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809458,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809459,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809460,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809461,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809462,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809463,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809464,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809465,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809467,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809474,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809477,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809478,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809479,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809481,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809484,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809485,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809486,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809488,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180949,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809501,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809502,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809504,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809505,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809506,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809507,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809509,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809510,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809512,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809513,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809514,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095150,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809516,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809517,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809519,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809520,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180954290,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180954291,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180954292,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180954293,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180954295,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180954296,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180954297,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,180954298,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095430,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095432,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095433,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095434,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095435,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095436,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095437,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095438,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095439,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095451,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095454,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095456,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,18095459,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809546,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809604,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809606,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809615,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809618,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809661,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809662,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809663,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809664,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809665,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809666,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809667,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809668,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809669,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809670,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809671,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809672,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809673,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809674,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809675,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809676,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809677,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809678,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809693,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809694,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809696,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809697,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809698,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809707,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809710,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809720,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809721,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809722,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809723,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809727,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809729,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809742,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809743,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809747,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809749,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809750,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809751,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809752,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809753,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809754,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809756,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809757,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809758,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809759,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809760,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809761,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809762,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809763,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809764,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809765,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809767,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809768,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809769,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809771,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809772,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809773,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809774,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809775,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809776,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809778,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809782,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809783,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809785,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809786,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809787,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809789,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809790,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809791,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809796,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809798,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809812,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809814,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809821,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809827,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809828,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809829,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809834,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809835,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809836,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809837,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809838,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809839,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809840,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809841,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809842,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809843,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809844,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809871,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809888,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809891,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809952,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809953,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1809956,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1829201,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1829202,01/01/2022 00:00,12/31/2099 23:59:59,,
Dominican Republic,Dominican Republic - Mobile - Claro,,MDL Non Premium,1829203,01/01/2022 00:00,12/31/2099 23:59:59,,
